name,assembly_barcode,assembly_status,city,collection_date,collection_month,collection_time,DATE,comment,continent,country,county,created,download_fasta_link,email,lab_contact,lastmodified,latitude,longitude,n50,orderby,postcode,region,sample_accession,secondary_sample_accession,serotype,source_details,source_niche,source_type,strain_barcode,strain_name,sts,top_species,uberstrain,version,GENOTYPE,cgMLST,cgMLST_v2,rMLST,wgMLST,d5,d150,d400,d0,d2000,d2,d200,d2600,d50,d900,d100,d2850,d10,d20,dashboard view
SAL_BA0524AA,SAL_CA1026AA_AS,Assembled,,,,,2012,,Asia,India,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1026AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,185404,barcode,,,SAMEA2156754,ERS326248,Typhi,Homo sapiens,Human,Human,SAL_BA0524AA,MDUST148,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2279AA_ST', 'st_id': 37044, 'timestamp': '2016-10-13 18:36:54.827212', 'version': '3.1', 'HC': {'d0': '37044', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37044', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '6578', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.053227', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7454AA_ST', 'st_id': 40508, 'timestamp': '2016-10-13 18:49:01.852137', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2125AA_ST', 'st_id': 42122, 'timestamp': '2016-10-13 18:34:44.347590', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.873914', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0524AA,1,1,40508,37044,1416,42122,6578,202,202,37044,202,37044,202,2,202,202,202,2,202,202,include
SAL_BA0525AA,SAL_CA1042AA_AS,Assembled,,,,,2012,,Unknown,Unknown,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1042AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,172153,barcode,,,SAMEA2162371,ERS326246,Typhi,Homo sapiens; blood,Human,Human,SAL_BA0525AA,MDUST146,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_GA6131AA_ST', 'st_id': 20896, 'timestamp': '2016-10-13 18:37:48.331998', 'version': '3.1', 'HC': {'d0': '20896', 'd10': '1049', 'd100': '202', 'd150': '202', 'd2': '2347', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '2347', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.874103', 'version': '3.0'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.053414', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7455AA_ST', 'st_id': 40509, 'timestamp': '2016-10-13 18:47:45.344840', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2126AA_ST', 'st_id': 42123, 'timestamp': '2016-10-13 18:35:30.817254', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0525AA,1,1,40509,20896,1416,42123,2347,202,202,20896,202,2347,202,2,202,202,202,2,1049,202,include
SAL_BA0526AA,SAL_JA0625AA_AS,Assembled,,,,,2012,,Oceania,Australia,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0625AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,204303,barcode,,,SAMEA2156057,ERS326244,Typhi,Homo sapiens,Human,Human,SAL_BA0526AA,MDUST144,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2121AA_ST', 'st_id': 42118, 'timestamp': '2016-10-13 18:34:44.344525', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7456AA_ST', 'st_id': 40510, 'timestamp': '2016-10-13 18:47:08.350118', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.752088', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2278AA_ST', 'st_id': 37043, 'timestamp': '2016-10-13 18:38:01.000826', 'version': '3.1', 'HC': {'d0': '37043', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37043', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '6578', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:07.774529', 'version': '3.0'}]",Salmonella enterica;96.55%,SAL_BA0526AA,1,1,40510,37043,1416,42118,6578,202,202,37043,202,37043,202,2,202,202,202,2,202,202,include
SAL_BA0527AA,SAL_JA0326AA_AS,Assembled,,,,,2012,,Asia,India,,2015-11-06T22:20:40.464681+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0326AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,185426,barcode,,,SAMEA2149191,ERS326242,Typhi,Homo sapiens,Human,Human,SAL_BA0527AA,MDUST142,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2120AA_ST', 'st_id': 42117, 'timestamp': '2016-10-13 18:34:44.341423', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.699664', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2278AA_ST', 'st_id': 37043, 'timestamp': '2016-10-13 18:38:01.000873', 'version': '3.1', 'HC': {'d0': '37043', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37043', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '6578', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.006315', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7459AA_ST', 'st_id': 40513, 'timestamp': '2016-10-13 18:47:45.348382', 'version': '3.1'}]",Salmonella enterica;98.33%,SAL_BA0527AA,1,1,40513,37043,1416,42117,6578,202,202,37043,202,37043,202,2,202,202,202,2,202,202,include
SAL_BA0528AA,SAL_CA1098AA_AS,Assembled,,,,,2011,,Asia,India,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1098AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,203374,barcode,,,SAMEA2162674,ERS326237,Typhi,Homo sapiens,Human,Human,SAL_BA0528AA,MDUST137,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.337768', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2119AA_ST', 'st_id': 42116, 'timestamp': '2016-10-13 18:34:44.338318', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7462AA_ST', 'st_id': 40516, 'timestamp': '2016-10-13 18:47:08.353347', 'version': '3.1'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2277AA_ST', 'st_id': 37042, 'timestamp': '2016-10-13 18:36:53.961059', 'version': '3.1', 'HC': {'d0': '37042', 'd10': '1463', 'd100': '202', 'd150': '202', 'd2': '21438', 'd20': '1463', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '1463', 'd50': '992', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.699842', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0528AA,1,2,40516,37042,1416,42116,1463,202,202,37042,202,21438,202,2,992,202,202,2,1463,1463,include
SAL_BA0529AA,SAL_CA1128AA_AS,Assembled,,,,,2011,,Asia,Phillipines,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1128AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,185426,barcode,,,SAMEA2142779,ERS326234,Typhi,Homo sapiens,Human,Human,SAL_BA0529AA,MDUST134,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.006027', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2116AA_ST', 'st_id': 42113, 'timestamp': '2016-10-13 18:32:18.979103', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.700202', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2276AA_ST', 'st_id': 37041, 'timestamp': '2016-10-13 18:36:54.824122', 'version': '3.1', 'HC': {'d0': '37041', 'd10': '37041', 'd100': '202', 'd150': '202', 'd2': '37041', 'd20': '26537', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37041', 'd50': '12721', 'd900': '202'}}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7458AA_ST', 'st_id': 40512, 'timestamp': '2016-10-13 18:49:01.859013', 'version': '3.1'}]",Salmonella enterica;98.38%,SAL_BA0529AA,1,1,40512,37041,1416,42113,37041,202,202,37041,202,37041,202,2,12721,202,202,2,37041,26537,include
SAL_BA0530AA,SAL_JA0611AA_AS,Assembled,,,,,1980,,Oceania,Papua New Guinea,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0611AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,197342,barcode,,,SAMEA1970910,ERS326402,Typhi,Homo sapiens,Human,Human,SAL_BA0530AA,MDUST302,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.700903', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2117AA_ST', 'st_id': 42114, 'timestamp': '2016-10-13 18:35:30.812998', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7464AA_ST', 'st_id': 40518, 'timestamp': '2016-10-13 18:50:12.142842', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.005856', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2275AA_ST', 'st_id': 37040, 'timestamp': '2016-10-13 18:36:53.957993', 'version': '3.1', 'HC': {'d0': '37040', 'd10': '37040', 'd100': '202', 'd150': '202', 'd2': '37040', 'd20': '37040', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37040', 'd50': '202', 'd900': '202'}}]",Salmonella enterica;100.0%,SAL_BA0530AA,1,1,40518,37040,1416,42114,37040,202,202,37040,202,37040,202,2,202,202,202,2,37040,37040,include
SAL_BA0531AA,SAL_JA0633AA_AS,Assembled,,,,,2008,,Oceania,Samoa,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0633AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,204303,barcode,,,SAMEA2152574,ERS326390,Typhi,Homo sapiens,Human,Human,SAL_BA0531AA,MDUST290,"[{'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.134376', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_HA9314AA_ST', 'st_id': 34079, 'timestamp': '2016-10-13 18:38:00.528181', 'version': '3.1', 'HC': {'d0': '34079', 'd10': '34077', 'd100': '202', 'd150': '202', 'd2': '34079', 'd20': '34077', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '34077', 'd50': '33701', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.968477', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2115AA_ST', 'st_id': 42112, 'timestamp': '2016-10-13 18:32:18.975824', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7457AA_ST', 'st_id': 40511, 'timestamp': '2016-10-13 18:49:01.855469', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0531AA,1,1,40511,34079,1416,42112,34077,202,202,34079,202,34079,202,2,33701,202,202,2,34077,34077,include
SAL_BA0532AA,SAL_CA1190AA_AS,Assembled,,,,,1992,,Oceania,Papua New Guinea,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1190AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,172187,barcode,,,SAMEA2146644,ERS326375,Typhi,Homo sapiens,Human,Human,SAL_BA0532AA,MDUST275,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7466AA_ST', 'st_id': 40520, 'timestamp': '2016-10-13 18:47:25.378685', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0002AA_ST', 'st_complex': '13', 'st_id': 2, 'timestamp': '2018-01-14 22:40:32.585660', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2274AA_ST', 'st_id': 37039, 'timestamp': '2016-10-13 18:36:53.954951', 'version': '3.1', 'HC': {'d0': '37039', 'd10': '36919', 'd100': '5526', 'd150': '5526', 'd2': '37039', 'd20': '12694', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '36919', 'd50': '5526', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA7801AA_ST', 'st_complex': '13.1', 'st_id': 7803, 'timestamp': '2017-11-28 16:29:58.396163', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2118AA_ST', 'st_id': 42115, 'timestamp': '2016-10-13 18:34:44.335160', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0532AA,1,2,40520,37039,7803,42115,36919,5526,202,37039,202,37039,202,2,5526,202,5526,2,36919,12694,include
SAL_BA0533AA,SAL_CA1200AA_AS,Assembled,,,,,2011,,Asia,India,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1200AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:10:14.305131+00:00,,,185404,barcode,,,SAMEA2153135,ERS326373,Typhi,Homo sapiens,Human,Human,SAL_BA0533AA,MDUST273,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7467AA_ST', 'st_id': 40521, 'timestamp': '2016-10-13 18:47:45.359536', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2114AA_ST', 'st_id': 42111, 'timestamp': '2016-10-13 18:34:44.331855', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.055901', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2273AA_ST', 'st_id': 37038, 'timestamp': '2016-10-13 18:36:53.951899', 'version': '3.1', 'HC': {'d0': '37038', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37038', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '18038', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.876921', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0533AA,1,1,40521,37038,1416,42111,18038,202,202,37038,202,37038,202,2,202,202,202,2,202,202,include
SAL_BA0534AA,SAL_JA0880AA_AS,Assembled,,,,,2011,,Asia,India,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0880AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,155026,barcode,,,SAMEA2150175,ERS326372,Typhi,Homo sapiens,Human,Human,SAL_BA0534AA,MDUST272,"[{'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2165AA_ST', 'st_id': 36930, 'timestamp': '2016-10-13 18:38:00.594365', 'version': '3.1', 'HC': {'d0': '36930', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '36930', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '12601', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.138536', 'version': '3.0'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7461AA_ST', 'st_id': 40515, 'timestamp': '2016-10-13 18:47:24.999601', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2113AA_ST', 'st_id': 42110, 'timestamp': '2016-10-13 18:32:18.972678', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:02.430797', 'version': '3.0'}]",Salmonella enterica;98.46%,SAL_BA0534AA,1,1,40515,36930,1416,42110,12601,202,202,36930,202,36930,202,2,202,202,202,2,202,202,include
SAL_BA0535AA,SAL_CA1242AA_AS,Assembled,,,,,2011,,Asia,India,,2015-08-27T11:45:33.630924+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_CA1242AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:09:13.671397+00:00,,,155193,barcode,,,SAMEA2151171,ERS326371,Typhi,Homo sapiens,Human,Human,SAL_BA0535AA,MDUST271,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7465AA_ST', 'st_id': 40519, 'timestamp': '2016-10-13 18:47:23.571765', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2112AA_ST', 'st_id': 42109, 'timestamp': '2016-10-13 18:34:44.328710', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.701428', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2165AA_ST', 'st_id': 36930, 'timestamp': '2016-10-13 18:38:00.594410', 'version': '3.1', 'HC': {'d0': '36930', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '36930', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '12601', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.005684', 'version': '3.0'}]",Salmonella enterica;98.46%,SAL_BA0535AA,1,1,40519,36930,1416,42109,12601,202,202,36930,202,36930,202,2,202,202,202,2,202,202,include
SAL_BA0536AA,SAL_JA0636AA_AS,Assembled,,,,,2011,,Asia,Pakistan,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0636AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,172175,barcode,,,SAMEA2151243,ERS326366,Typhi,Homo sapiens,Human,Human,SAL_BA0536AA,MDUST266,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7460AA_ST', 'st_id': 40514, 'timestamp': '2016-10-13 18:47:45.352546', 'version': '3.1'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2107AA_ST', 'st_id': 42104, 'timestamp': '2016-10-13 18:35:04.388288', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.968651', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2167AA_ST', 'st_id': 36932, 'timestamp': '2016-10-13 18:36:53.387134', 'version': '3.1', 'HC': {'d0': '36932', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '36932', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '6578', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.134564', 'version': '3.0'}]",Salmonella enterica;100.0%,SAL_BA0536AA,1,1,40514,36932,1416,42104,6578,202,202,36932,202,36932,202,2,202,202,202,2,202,202,include
SAL_BA0537AA,SAL_JA1153AA_AS,Assembled,,,,,2011,,Asia,India,,2015-11-07T08:43:55.407544+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA1153AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,154994,barcode,,,SAMEA2157064,ERS326364,Typhi,Homo sapiens,Human,Human,SAL_BA0537AA,MDUST264,"[{'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7463AA_ST', 'st_id': 40517, 'timestamp': '2016-10-13 18:47:45.356108', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.752263', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2272AA_ST', 'st_id': 37037, 'timestamp': '2016-10-13 18:36:53.948865', 'version': '3.1', 'HC': {'d0': '37037', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '37037', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '37037', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:07.997569', 'version': '3.0'}, {'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2106AA_ST', 'st_id': 42103, 'timestamp': '2016-10-13 18:34:44.315391', 'version': '3.1'}]",Salmonella enterica;100.0%,SAL_BA0537AA,1,1,40517,37037,1416,42103,37037,202,202,37037,202,37037,202,2,202,202,202,2,202,202,include
SAL_BA0538AA,SAL_JA0327AA_AS,Assembled,,,,,2011,,Asia,Bangladesh,,2015-11-06T22:20:40.464681+00:00,http://enterobase-1:8002/upload/download?assembly_barcode=SAL_JA0327AA_AS&database=senterica,,The Wellcome Trust Sanger Institute,2018-11-16T18:51:11.219837+00:00,,,190418,barcode,,,SAMEA2160785,ERS326363,Typhi,Homo sapiens,Human,Human,SAL_BA0538AA,MDUST263,"[{'scheme_name': 'wgMLST', 'st_barcode': 'SAW_EA2111AA_ST', 'st_id': 42108, 'timestamp': '2016-10-13 18:34:44.325550', 'version': '3.1'}, {'scheme_name': 'cgMLST', 'st_barcode': 'SAL_RA7468AA_ST', 'st_id': 40522, 'timestamp': '2016-10-13 18:50:12.146042', 'version': '3.1'}, {'predicted_serotype': 'Typhi', 'scheme_name': 'MLST_Achtman', 'st_barcode': 'SAL_AA0001AA_ST', 'st_complex': '13', 'st_id': 1, 'timestamp': '2018-01-27 04:51:08.128129', 'version': '3.0'}, {'scheme_name': 'cgMLST_v2', 'st_barcode': 'SAW_IA2271AA_ST', 'st_id': 37036, 'timestamp': '2016-10-13 18:36:53.945832', 'version': '3.1', 'HC': {'d0': '37036', 'd10': '202', 'd100': '202', 'd150': '202', 'd2': '1452', 'd20': '202', 'd200': '202', 'd2000': '202', 'd2600': '2', 'd2850': '2', 'd400': '202', 'd5': '1452', 'd50': '202', 'd900': '202'}}, {'predicted_serotype': 'Typhi', 'scheme_name': 'rMLST', 'species': 'Salmonella enterica', 'st_barcode': 'RML_AA1415AA_ST', 'st_complex': '13.1', 'st_id': 1416, 'timestamp': '2018-01-27 22:44:01.961257', 'version': '3.0'}]",Salmonella enterica;98.59%,SAL_BA0538AA,1,1,40522,37036,1416,42108,1452,202,202,37036,202,1452,202,2,202,202,202,2,202,202,include
