NAME,MLST ST (Pasteur),MLST PROFILE (Pasteur),CGMLST,LINCODE,SUBLINEAGE,CLONAL GROUP,Inc Types,K Locus (wzi),Capsule type,O LOCUS,O type,Virulence Score,AEROBACTIN (AbST),COLIBACTIN (CbST),SALMOCHELIN (SmST),YERSINIABACTIN (YbST),RmpADC,rmpA2
ERR1289827,147,3_4_6_1_7_4_38,1694,0_0_197_0_4_15_0_0_1_0,147,147,IncFIB(K); IncFII(K); IncHI2--IncHI2A; IncN; repB(R1701),KL64 (wzi64),K64,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1289830,3646,2_3_6_1_9_7_496,1695,0_0_13_13_2_0_0_0_0_0,34,34,,KL22 (wzi37),K22,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1289832,392,3_4_6_1_7_4_40,1448,0_0_197_0_25_0_0_0_2_0,147,147,Col(pHAD28); IncFIB(K); IncFII(K),KL27 (wzi187),K27,O4,O4,0,0,0,0,0,-,-
ERR1289833,35,2_1_2_1_10_1_19,1696,0_0_131_1_8_0_0_1_0_0,35,35,Col(pHAD28); Col156; Col440I; IncFIB(K),KL22 (wzi37),K22,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (180),-,-
ERR1289835,147,3_4_6_1_7_4_38,1697,0_0_197_0_4_15_0_0_2_0,147,147,IncFIB(K); IncFII(K); IncHI2--IncHI2A; repB(R1701),KL64 (wzi64),K64,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1289839,33,2_3_5_1_12_4_9,1698,0_0_422_1_0_0_0_0_0_0,33,33,IncFIB(K),KL13 (wzi112),K13,O3b,O3b,0,0,0,0,0,-,-
ERR1289840,20,2_3_1_1_4_4_4,1699,0_0_22_2_12_0_0_0_0_0,17,20,Col(IMGS31); ColRNAI; ColpVC; IncFIB(K)(pCAV1099-114); IncFII(pKP91); IncI1-I(Alpha); repB(R1701),KL28 (wzi84),K28,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1289841,37,2_9_2_1_13_1_16,1700,0_0_109_23_7_0_0_0_0_0,37,3648,IncFIB(pNDM-Mar),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1289842,3647,4_1_1_1_7_1_23,1701,0_0_306_0_0_0_0_0_0_0,3647,3647,Col440I; IncFIA(pBK30683); IncFIB(K); IncFIB(pKPHS1),KL30 (wzi56),K30,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1289843,14,1_6_1_1_1_1_1,1702,0_0_1_1_0_1_4_0_0_0,14,14,IncFIB(K),KL2 (wzi2),K2,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1289844,16,2_1_2_1_4_4_4,1703,0_0_22_27_0_0_4_0_0_0,17,16,Col(pHAD28)--Col440II; IncFIB(K); IncFII(K); IncFII(pRSB107),KL51 (wzi50),K51,O3b,O3b,0,0,0,0,0,-,-
ERR1289847,16,2_1_2_1_4_4_4,1705,0_0_22_27_0_0_1_0_0_0,17,16,Col440I; Col440II; IncFIB(K)--IncFII(K); IncFII(pCRY); IncL,KL51 (wzi50),K51,O3b,O3b,0,0,0,0,0,-,-
ERR1289848,326,1_1_1_1_1_1_64,1704,0_0_0_0_20_0_0_0_0_0,15,15,Col440I; Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL25 (wzi133),K25,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1289849,104,2_3_1_1_2_1_43,1706,0_0_213_0_0_2_0_0_0_0,104,104,Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL31 (wzi102),K31,O3b,O3b,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1289850,15,1_1_1_1_1_1_1,1707,0_0_0_0_2_0_18_0_0_0,15,15,ColpVC; IncFIB(K); IncFII(K); IncL,KL39 (wzi24),K39,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1289851,104,2_3_1_1_2_1_43,1706,0_0_213_0_0_2_0_0_0_0,104,104,Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL31 (wzi102),K31,O3b,O3b,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1289852,104,2_3_1_1_2_1_43,1706,0_0_213_0_0_2_0_0_0_0,104,104,Col(pHAD28)--Col440II; Col440I; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL31 (wzi102),K31,O3b,O3b,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1289854,35,2_1_2_1_10_1_19,1708,0_0_131_1_8_0_1_0_0_0,35,35,Col440I; IncFIB(K),KL22 (wzi37),K22,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (180),-,-
ERR1289855,278,4_1_1_1_12_1_4,1709,0_0_140_0_1_0_0_0_0_0,278,278,ColRNAI; IncFIB(K)--IncFII(pKP91),KL136 (wzi123),unknown (KL136),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1289856,453,2_50_1_1_21_4_6,1710,0_0_435_0_0_0_0_0_0_0,453,453,Col440I; ColpVC; IncFIB(K); IncFII(K),KL8 (-),K8,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1289857,268,2_1_2_1_7_1_81,1711,0_0_29_9_0_0_0_0_0_0,268,268,Col440I; IncFIB(K)(pCAV1099-114); IncHI1B(pNDM-MAR),KL20 (wzi95),K20,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1334417,437,3_3_1_1_1_1_31,1851,0_0_105_1_1_1_0_4_0_0,258,10268,Col(pHAD28); Col156; IncFIB(K); IncFIB(pQil); IncFII(K),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1334418,11,3_3_1_1_1_1_4,1771,0_0_105_11_0_0_0_5_0_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1334420,258,3_3_1_1_1_1_79,1772,0_0_105_6_0_0_0_5_7_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K),KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334421,1916,4_77_13_3_4_27_25,1773,0_0_423_0_0_0_0_0_0_0,1916,1916,IncFIB(K); IncFIB(pNDM-Mar); IncFII(K),KL27 (wzi27),K27,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334422,37,2_9_2_1_13_1_16,1774,0_0_109_33_0_1_0_0_0_0,37,3693,IncFIB(K); IncFII(K),KL15 (wzi50),K15,unknown (O4),unknown (O4),0,0,0,0,0,-,-
ERR1334424,11,3_3_1_1_1_1_4,1776,0_0_105_11_0_0_0_5_1_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(pKPX1); IncR; repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1334425,11,3_3_1_1_1_1_4,1778,0_0_105_11_0_0_0_5_2_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1334426,30,5_3_1_1_9_4_26,1779,0_0_237_1_0_0_0_0_0_0,30,30,Col440I; Col440II; IncFIB(K)(pCAV1099-114),KL64 (wzi64),K64,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334433,258,3_3_1_1_1_1_79,*433a,0_0_105_6_0_0_43_0_?_?,258,258,Col(pHAD28); Col(pHAD28)--Col440I; Col156; Col440I; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (truncated) (299-1LV),-,-
ERR1334434,17,2_1_1_1_4_4_4,1788,0_0_22_12_5_0_0_0_0_0,17,1123,IncFIA(HI1); IncFIB(K); IncFII(K),KL38 (wzi82),K38,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334438,2451,2_1_2_1_9_1_9,1789,0_0_97_0_0_0_0_0_0_0,2451,2451,Col440I; IncFIA(HI1); IncFIB(pKPHS1),KL35 (-),K35,O1/O2v1,O1,1,0,0,0,ybt 4; plasmid (329-2LV),-,-
ERR1334440,86,9_4_2_1_1_1_27,1791,0_0_395_0_1_0_0_0_0_0,86,86,IncHI1B(pNDM-MAR)--repB_KLEB,KL2 (wzi2),K2,O1/O2v1,O1,3,iuc 1 (1),0,iro 1 (1),0,rmp 1; KpVP-1,rmpA2_9*-55%
ERR1334441,258,3_3_1_1_1_1_79,134,0_0_105_6_0_0_0_5_1_0,258,258,Col(pHAD28); Col440I; ColRNAI; IncFIB(pQil); IncFII(K),KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (truncated) (299-1LV),-,-
ERR1334442,39,2_1_2_4_9_1_14,1793,0_0_107_0_0_0_0_0_0_0,39,39,IncFIB(K); IncFIB(pQil); IncFII(K),KL23 (wzi83),K23,O1/O2v2,O2afg,1,0,0,0,ybt 14; ICEKp5 (151),-,-
ERR1334448,3072,4_4_1_97_27_7_4,1800,0_0_285_1_0_0_0_0_0_0,3072,3072,IncFIB(K)(pCAV1099-114),KL39 (wzi160),K39,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1334449,258,3_3_1_1_1_1_79,134,0_0_105_6_0_0_0_5_1_0,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334451,258,3_3_1_1_1_1_79,1794,0_0_105_6_0_0_0_50_2_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334454,14,1_6_1_1_1_1_1,1805,0_0_1_1_0_1_0_0_0_0,14,14,IncFIB(K); repB(R1701),KL2 (wzi2),K2,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334455,76,4_1_1_1_21_1_35,1807,0_0_46_5_0_0_0_0_0_0,76,10052,Col(pHAD28); IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL10 (wzi100),K10,O3/O3a,O3/O3a,0,0,0,0,0,-,-
ERR1334460,258,3_3_1_1_1_1_79,*e9a6,0_0_105_6_0_0_0_50_?_?,258,258,Col(pHAD28); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334464,36,2_1_2_1_7_1_7,1814,0_0_29_0_3_0_0_0_0_0,268,36,,KL27 (wzi27),K27,O1/O2v2,O2afg,1,0,0,0,ybt 15; ICEKp11 (378-1LV),-,-
ERR1334469,258,3_3_1_1_1_1_79,1817,0_0_105_6_0_0_0_50_5_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334470,258,3_3_1_1_1_1_79,1816,0_0_105_6_0_0_0_50_4_0,258,258,ColRNAI; IncC; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334471,258,3_3_1_1_1_1_79,*b55e,0_0_105_6_0_0_0_50_?_?,258,258,Col440I; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299-1LV),-,-
ERR1334472,882,2_1_1_37_1_27_19,1819,0_0_342_0_2_0_0_0_0_0,882,882,IncFIB(K); IncFII(K),KL16 (wzi249),K16,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (87),-,-
ERR1334473,14,1_6_1_1_1_1_1,8852,0_0_1_0_3_0_0_1_0_0,14,10156,IncFIB(K); IncR,KL16 (wzi16),K16,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (107-1LV),-,-
ERR1334474,45,2_1_1_6_7_1_12,1824,0_0_158_8_0_0_17_0_0_0,45,45,ColRNAI; IncFIB(K),KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 10; ICEKp4 (78-1LV),-,-
ERR1334475,111,2_1_5_1_17_4_42,1825,0_0_221_1_0_0_0_0_0_0,111,111,IncFIA(HI1); IncFIB(K)(pCAV1099-114); IncFIB(pKPHS1),KL63 (wzi63),K63,O1/O2v2,O1,1,0,0,0,ybt 14; ICEKp5 (382),-,-
ERR1334482,35,2_1_2_1_10_1_19,1831,0_0_131_1_9_0_0_0_0_0,35,35,Col(IRGK); IncFIB(K); IncFII(K),KL22 (wzi37),K22,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334485,11,3_3_1_1_1_1_4,1771,0_0_105_11_0_0_0_5_0_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncFII(pKPX1); repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1334492,258,3_3_1_1_1_1_79,1836,0_0_105_6_0_0_0_50_9_0,258,258,Col440I; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334494,258,3_3_1_1_1_1_79,1839,0_0_105_6_0_0_0_50_8_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334496,420,2_1_65_2_5_1_36,1840,0_0_182_0_4_0_0_0_0_0,420,420,IncFIB(pKPHS1); IncFIB(pQil); IncFII(K); IncHI1B(pNDM-MAR)--repB_KLEB,KL20 (wzi95),K20,O1/O2v1,O1,4,iuc 1 (5),0,iro 1 (1),ybt 9; ICEKp3 (truncated) (173-3LV),rmp 1; KpVP-1 (truncated),rmpA2_6*-48%
ERR1334497,258,3_3_1_1_1_1_79,*a17e,0_0_105_6_0_0_0_57_?_?,258,258,Col440I; ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334499,323,2_1_1_1_9_1_93,1842,0_0_363_1_1_0_0_0_0_0,323,323,IncFIB(K)--IncFII(K),KL21 (wzi262),K21,O3b,O3b,0,0,0,0,0,-,-
ERR1334500,231,2_6_1_3_26_1_77,1843,0_0_88_0_0_0_2_0_0_0,231,231,Col440I; IncFII(K)--repB(R1701); IncFII(pCRY),KL51 (wzi104),K51,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334503,29,2_3_2_2_6_4_4,2414,0_0_137_1_5_0_0_1_0_0,29,29,IncC; IncFIB(K)--IncFII(K); IncFIB(pKPHS1); IncFII,KL30 (wzi85),K30,O1/O2v2,O1,1,0,0,0,ybt 14; ICEKp12 (143-3LV),-,-
ERR1334504,340,3_3_1_1_1_1_18,2417,0_0_105_0_11_0_13_0_1_0,258,340,Col440I; ColRNAI; IncFIB(K); IncFII(K); IncX1,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1334507,39,2_1_2_4_9_1_14,1603,0_0_107_0_1_1_0_0_0_0,39,39,IncFIB(K),KL23 (wzi83),K23,O1/O2v2,O1,1,0,0,0,ybt 14; ICEKp5 (151-1LV),-,-
ERR1334508,17,2_1_1_1_4_4_4,2303,0_0_22_24_1_0_3_0_0_0,17,17,IncFIB(K); IncFIB(pNDM-Mar); IncFII(K),KL25 (wzi141),K25,O5,O5,1,0,0,0,ybt 15; ICEKp11 (231),-,-
ERR1334509,147,3_4_6_1_7_4_38,1637,0_0_197_0_4_15_0_0_0_0,147,147,IncFIB(K); IncFII(K); IncHI2--IncHI2A; repB(R1701),KL64 (wzi64),K64,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334510,29,2_3_2_2_6_4_4,*987c,0_0_137_1_11_?_?_?_?_?,29,29,Col(pHAD28); Col440I; IncFIB(K); IncFIB(pNDM-Mar),KL30 (wzi85),K30,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334511,405,2_1_62_3_10_4_110,1656,0_0_374_0_4_0_1_0_0_0,405,405,Col(MG828); IncFIB(K); IncFII(K); IncL,KL151 (wzi143),unknown (KL151),O4,O4,1,0,0,0,ybt 27; ICEKp22 (312),-,-
ERR1334519,307,4_1_2_52_1_1_7,1657,0_0_369_0_0_0_0_0_1_10,307,307,IncFIB(K); IncFII(K),KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334521,15,1_1_1_1_1_1_1,8883,0_0_0_0_5_0_0_0_1_0,15,15,Col440I; ColpVC; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncR; repB(R1701),KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334522,617,2_9_1_1_13_1_2,1659,0_0_109_20_1_0_0_0_0_0,37,617,Col(pHAD28); IncFIB(K),KL122 (-),unknown (KL122),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334526,1823,2_1_1_1_1_1_19,1660,0_0_96_0_0_0_0_0_0_0,1823,1823,IncFIB(K); IncFII(K),KL113 (wzi351),unknown (KL113),O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334530,234,2_1_2_1_7_1_24,1661,0_0_367_0_1_0_0_0_0_0,10019,10254,IncHI1B(pNDM-MAR)--repB_KLEB,KL30 (wzi272),K30,O1/O2v2,O1,1,0,0,0,ybt 4; plasmid (65),-,-
ERR1334535,15,1_1_1_1_1_1_1,8886,0_0_0_0_5_0_0_0_4_0,15,15,Col156; ColpVC; IncFIB(K); IncFIB(pQil); IncFII(K); IncL; IncR,KL24 (wzi24),K24,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334543,661,4_3_1_36_9_10_14,1666,0_0_122_0_2_0_0_0_0_0,661,661,IncHI1B(pNDM-MAR)--repB_KLEB,KL24 (wzi101),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (273),-,-
ERR1334550,307,4_1_2_52_1_1_7,439,0_0_369_0_0_0_0_0_1_0,307,307,,KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334551,307,4_1_2_52_1_1_7,439,0_0_369_0_0_0_0_0_1_0,307,307,IncFIA(pBK30683); IncI1-I(Alpha); IncL,KL102 (wzi173),unknown (KL102),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334560,11,3_3_1_1_1_1_4,1670,0_0_105_0_8_0_0_0_0_0,258,340,Col(pHAD28); IncFIB(K); IncFII(K); IncN; IncR,KL10 (wzi100),K10,O3/O3a,O3/O3a,0,0,0,0,0,-,-
ERR1334574,15,1_1_1_1_1_1_1,8887,0_0_0_0_2_0_18_0_2_0,15,15,ColpVC; IncFIB(K)--IncFII(K); IncL,KL39 (wzi24),K39,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334581,308,10_1_2_20_9_4_23,1806,0_0_93_0_0_0_0_0_0_0,308,308,Col440I; Col440I; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncFII(K); IncR; repB(R1701),KL157 (wzi88),unknown (KL157),O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1334582,258,3_3_1_1_1_1_79,1809,0_0_105_6_0_0_0_50_13_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334583,258,3_3_1_1_1_1_79,1810,0_0_105_6_0_0_0_50_3_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299-1LV),-,-
ERR1334584,258,3_3_1_1_1_1_79,1809,0_0_105_6_0_0_0_50_13_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334585,29,2_3_2_2_6_4_4,1811,0_0_137_12_3_0_0_0_0_0,29,10193,IncFIB(K); IncFIB(pKPHS1); IncFII(K); IncR,KL54 (wzi115),K54,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334587,11,3_3_1_1_1_1_4,1812,0_0_105_11_0_0_0_5_3_0,258,3666,IncFIA(pBK30683); IncFII(pKPX1)--repB(R1701); IncR,KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230-1LV),-,-
ERR1334590,29,2_3_2_2_6_4_4,1811,0_0_137_12_3_0_0_0_0_0,29,10193,IncFIB(K); IncFIB(pKPHS1); IncFII(K)--IncR,KL54 (wzi115),K54,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334591,29,2_3_2_2_6_4_4,1811,0_0_137_12_3_0_0_0_0_0,29,10193,ColRNAI; IncFIB(K); IncFIB(pKPHS1); IncFII(K); IncR,KL54 (wzi115),K54,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334598,3651,2_3_257_1_4_4_4,1822,0_0_22_1_5_0_0_0_0_0,17,3651,IncFIB(K),KL28 (wzi84),K28,O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334599,14,1_6_1_1_1_1_1,8853,0_0_1_0_5_0_0_0_0_0,14,10156,Col(pHAD28)--Col440II; IncFIB(K); IncFIB(pKPHS1); IncFII(K),KL16 (wzi16),K16,O1/O2v1,O1,1,0,0,0,ybt 10; ICEKp4 (106),-,-
ERR1334601,340,3_3_1_1_1_1_18,1829,0_0_105_0_11_0_1_0_0_0,258,340,Col(IRGK); IncFIB(K); IncFIB(pNDM-Mar); IncFIB(pQil); IncFII(K); IncFII(K); IncHI1B(pNDM-MAR),KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1334602,101,2_6_1_5_4_1_6,1830,0_0_84_0_8_0_15_0_1_0,101,101,Col(IRGK); Col(pHAD28); Col440II; IncFIA(pBK30683); IncFIB(K); IncFII(K); IncL; IncR; repB(R1701),KL17 (wzi137),K17,O1/O2v1,O1,1,0,0,0,ybt 9; ICEKp3 (183),-,-
ERR1334603,383,2_6_1_3_8_1_18,1803,0_0_87_5_0_2_0_0_0_0,383,383,Col(IRGK); Col(MG828); Col(pHAD28); IncC; IncFIB(pNDM-Mar); IncFII; IncHI1B(pNDM-MAR),KL30 (-),K30,O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334604,2513,2_3_1_1_7_4_12,1832,0_0_204_0_0_0_0_0_0_0,2513,2513,Col(IRGK); IncHI1B(pNDM-MAR)--repB_KLEB,KL62 (wzi94),K62,O1/O2v1,O2a,1,0,0,0,ybt 4; plasmid (65-1LV),-,-
ERR1334605,11,3_3_1_1_1_1_4,1833,0_0_105_11_0_0_0_8_0_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncFII(pKPX1); IncR; repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1334606,11,3_3_1_1_1_1_4,1771,0_0_105_11_0_0_0_5_0_0,258,3666,IncFIA(pBK30683); IncFIB(K); IncFII(K); IncFII(pKPX1); IncR; repB(R1701),KL24 (wzi24),K24,O1/O2v1,O2a,1,0,0,0,ybt 15; ICEKp11 (230),-,-
ERR1334607,258,3_3_1_1_1_1_79,1794,0_0_105_6_0_0_0_50_2_0,258,258,Col(IRGK); ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334609,774,2_1_1_17_4_16_4,1834,0_0_268_2_0_0_0_0_0_0,55,774,IncFIB(K)(pCAV1099-114),KL105 (wzi75),unknown (KL105),O3b,O3b,0,0,0,0,0,-,-
ERR1334610,870,2_6_1_1_147_1_31,1835,0_0_89_0_4_0_0_0_0_0,870,870,Col440I; IncFIB(K); IncFII(K),KL17 (wzi137),K17,O1/O2v1,O1,0,0,0,0,0,-,-
ERR1334611,147,3_4_6_1_7_4_38,1837,0_0_197_0_4_0_1_2_0_0,147,147,Col(pHAD28); IncFIB(K); IncFIB(pKPHS1); IncFIB(pQil); IncFII(K),KL64 (wzi64),K64,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1334613,258,3_3_1_1_1_1_79,1838,0_0_105_6_0_0_1_1_0_0,258,258,Col440I; ColRNAI; IncFIB(K); IncFII(K),KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334616,258,3_3_1_1_1_1_79,521,0_0_105_6_0_0_17_62_0_0,258,258,Col(MG828); ColRNAI; IncFIB(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334617,101,2_6_1_5_4_1_6,1844,0_0_84_0_4_0_0_0_0_0,101,101,IncFIA(HI1); IncFII(K); repB(R1701),KL106 (wzi29),unknown (KL106),O1/O2v2,O1,0,0,0,0,0,-,-
ERR1334618,3652,2_35_4_3_26_4_39,1845,0_0_385_0_0_0_0_0_0_0,3652,3652,IncFIB(K)(pCAV1099-114),KL47 (-),K47,O1/O2v1,O2a,0,0,0,0,0,-,-
ERR1334619,258,3_3_1_1_1_1_79,1846,0_0_105_6_0_0_0_50_11_0,258,258,ColRNAI; IncFIB(K); IncFIB(pQil); IncFII(K); IncX3,KL106 (wzi29),unknown (KL106),O1/O2v2,O2afg,1,0,0,0,ybt 13; ICEKp2 (299),-,-
ERR1334620,258,3_3_1_1_1_1_79,521,0_0_105_6_0_0_17_62_0_0,258,258,Col(pHAD28); Col440I; ColRNAI; IncFIB(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334621,258,3_3_1_1_1_1_79,521,0_0_105_6_0_0_17_62_0_0,258,258,Col(MG828); ColRNAI; IncFIB(K); IncFII(K); IncX3,KL107 (wzi154),unknown (KL107),O1/O2v2,O2afg,0,0,0,0,0,-,-
ERR1334627,437,3_3_1_1_1_1_31,2415,0_0_105_1_1_1_0_17_1_0,258,10268,Col(pHAD28); ColRNAI; IncFIB(pB171)--IncFII(Yp),KL36 (wzi109),K36,O4,O4,0,0,0,0,0,-,-
ERR1334632,340,3_3_1_1_1_1_18,2418,0_0_105_0_11_0_13_0_4_0,258,340,Col(MG828); Col440I; ColRNAI; IncFIB(K); IncFII(K); IncX1,KL15 (wzi50),K15,O4,O4,0,0,0,0,0,-,-
ERR1334633,147,3_4_6_1_7_4_38,1601,0_0_197_0_4_0_2_4_1_0,147,147,Col(MG828); Col(pHAD28); Col440I; Col440I; ColKP3; IncFIB(pKPHS1); IncR,KL64 (wzi64),K64,O1/O2v1,O2a,1,0,0,0,ybt 16; ICEKp12 (280-2LV),-,-
ERR1334634,3644,2_7_1_1_13_1_495,1602,0_0_307_0_0_0_0_0_0_0,3644,3644,,KL111 (wzi114),unknown (KL111),O3b,O3b,0,0,0,0,0,-,-
